unitid,instnm,url,ok,status_code,content_type,saved_path,error
100690,Amridge University,https://www.amridgeuniversity.edu/pdf/Amridge%20University%20Academic%20Catalog%202025-2026.pdf,False,,,,"ConnectionError: HTTPSConnectionPool(host='www.amridgeuniversity.edu', port=443): Max retries exceeded with url: /pdf/Amridge%20University%20Academic%20Catalog%202025-2026.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x1451a40d0>: Failed to establish a new connection: [Errno 61] Connection refused'))"
100690,Amridge University,https://www.amridgeuniversity.edu/studentservices/studentrights/,False,,,,"ConnectionError: HTTPSConnectionPool(host='www.amridgeuniversity.edu', port=443): Max retries exceeded with url: /studentservices/studentrights/ (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x145177750>: Failed to establish a new connection: [Errno 61] Connection refused'))"
100690,Amridge University,https://www.amridgeuniversity.edu/academics/academiccatalog/,False,,,,"ConnectionError: HTTPSConnectionPool(host='www.amridgeuniversity.edu', port=443): Max retries exceeded with url: /academics/academiccatalog/ (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x1451a69d0>: Failed to establish a new connection: [Errno 61] Connection refused'))"
100690,Amridge University,https://www.amridgeuniversity.edu/academics/,False,,,,"ConnectionError: HTTPSConnectionPool(host='www.amridgeuniversity.edu', port=443): Max retries exceeded with url: /academics/ (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x145176e90>: Failed to establish a new connection: [Errno 61] Connection refused'))"
100690,Amridge University,https://www.amridgeuniversity.edu/privacypolicy/,False,,,,"ConnectionError: HTTPSConnectionPool(host='www.amridgeuniversity.edu', port=443): Max retries exceeded with url: /privacypolicy/ (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x1455aaf90>: Failed to establish a new connection: [Errno 61] Connection refused'))"
100690,Amridge University,https://www.amridgeuniversity.edu/terms/,False,,,,"ConnectionError: HTTPSConnectionPool(host='www.amridgeuniversity.edu', port=443): Max retries exceeded with url: /terms/ (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x1455a8a50>: Failed to establish a new connection: [Errno 61] Connection refused'))"
100690,Amridge University,https://www.amridgeuniversity.edu/,False,,,,"ConnectionError: HTTPSConnectionPool(host='www.amridgeuniversity.edu', port=443): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x1455ab890>: Failed to establish a new connection: [Errno 61] Connection refused'))"
100690,Amridge University,https://www.amridgeuniversity.edu/about/,False,,,,"ConnectionError: HTTPSConnectionPool(host='www.amridgeuniversity.edu', port=443): Max retries exceeded with url: /about/ (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x1451773d0>: Failed to establish a new connection: [Errno 61] Connection refused'))"
100690,Amridge University,https://www.amridgeuniversity.edu/studentservices/ferpa/,False,,,,"ConnectionError: HTTPSConnectionPool(host='www.amridgeuniversity.edu', port=443): Max retries exceeded with url: /studentservices/ferpa/ (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x1451a4dd0>: Failed to establish a new connection: [Errno 61] Connection refused'))"
100690,Amridge University,https://www.amridgeuniversity.edu/financialaid/sap/,False,,,,"ConnectionError: HTTPSConnectionPool(host='www.amridgeuniversity.edu', port=443): Max retries exceeded with url: /financialaid/sap/ (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x145177b50>: Failed to establish a new connection: [Errno 61] Connection refused'))"
